THA946700442128AT,AVI1-F-TRAY888A-003,AVI2-B-TRAY888A-002,45,RGOZ-888,191130568,NG,OK,AVI1,OK,OK,X2-34-201,s027698,2019/11/21 10:14:36,2019/11/21 10:17:16,0.19.1120.0,AVI2,NG,OK,X2-34-202,s042010,2019/11/21 10:16:59,2019/11/21 10:23:35,0.19.1120.0
THA946705VP2128AW,AVI1-F-TRAY888A-003,AVI2-B-TRAY888A-002,48,RGOZ-888,191130568,OK,OK,AVI1,OK,OK,X2-34-201,s027698,2019/11/21 10:14:36,2019/11/21 10:17:16,0.19.1120.0,AVI2,OK,OK,X2-34-202,s042010,2019/11/21 10:16:59,2019/11/21 10:23:35,0.19.1120.0
THA94670K6U2128AC,AVI1-F-TRAY888A-003,AVI2-B-TRAY888A-002,46,RGOZ-888,191130568,OK,OK,AVI1,OK,OK,X2-34-201,s027698,2019/11/21 10:14:36,2019/11/21 10:17:16,0.19.1120.0,AVI2,OK,OK,X2-34-202,s042010,2019/11/21 10:16:59,2019/11/21 10:23:35,0.19.1120.0
THA94670K6S2128AE,AVI1-F-TRAY888A-003,AVI2-B-TRAY888A-002,43,RGOZ-888,191130568,OK,OK,AVI1,OK,OK,X2-34-201,s027698,2019/11/21 10:14:36,2019/11/21 10:17:16,0.19.1120.0,AVI2,OK,OK,X2-34-202,s042010,2019/11/21 10:16:59,2019/11/21 10:23:35,0.19.1120.0
THA94670K6Q2128AG,AVI1-F-TRAY888A-003,AVI2-B-TRAY888A-002,40,RGOZ-888,191130568,OK,OK,AVI1,OK,OK,X2-34-201,s027698,2019/11/21 10:14:36,2019/11/21 10:17:16,0.19.1120.0,AVI2,OK,OK,X2-34-202,s042010,2019/11/21 10:16:59,2019/11/21 10:23:35,0.19.1120.0
THA94670K6N2128AJ,AVI1-F-TRAY888A-003,AVI2-B-TRAY888A-002,37,RGOZ-888,191130568,OK,OK,AVI1,OK,OK,X2-34-201,s027698,2019/11/21 10:14:36,2019/11/21 10:17:16,0.19.1120.0,AVI2,OK,OK,X2-34-202,s042010,2019/11/21 10:16:59,2019/11/21 10:23:35,0.19.1120.0
THA94670K682128AY,AVI1-F-TRAY888A-003,AVI2-B-TRAY888A-002,34,RGOZ-888,191130568,OK,OK,AVI1,OK,OK,X2-34-201,s027698,2019/11/21 10:14:36,2019/11/21 10:17:16,0.19.1120.0,AVI2,OK,OK,X2-34-202,s042010,2019/11/21 10:16:59,2019/11/21 10:23:35,0.19.1120.0
THA94670K662128A0,AVI1-F-TRAY888A-003,AVI2-B-TRAY888A-002,31,RGOZ-888,191130568,OK,OK,AVI1,OK,OK,X2-34-201,s027698,2019/11/21 10:14:36,2019/11/21 10:17:16,0.19.1120.0,AVI2,OK,OK,X2-34-202,s042010,2019/11/21 10:16:59,2019/11/21 10:23:35,0.19.1120.0
THA94670K642128A2,AVI1-F-TRAY888A-003,AVI2-B-TRAY888A-002,28,RGOZ-888,191130568,OK,OK,AVI1,OK,OK,X2-34-201,s027698,2019/11/21 10:14:36,2019/11/21 10:17:16,0.19.1120.0,AVI2,OK,OK,X2-34-202,s042010,2019/11/21 10:16:59,2019/11/21 10:23:35,0.19.1120.0
THA94670K622128A4,AVI1-F-TRAY888A-003,AVI2-B-TRAY888A-002,25,RGOZ-888,191130568,OK,OK,AVI1,OK,OK,X2-34-201,s027698,2019/11/21 10:14:36,2019/11/21 10:17:16,0.19.1120.0,AVI2,OK,OK,X2-34-202,s042010,2019/11/21 10:16:59,2019/11/21 10:23:35,0.19.1120.0
